,Title,Image,Description,Genre,Duration,Date,ID,text,k_means
2490,"CBeebies Bedtime Stories - 783. Rag’n’Bone Man - Tell Me a Story, Rory - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p09k78ql.jpg,"Rag’n’Bone Man tells a bedtime story about a little girl and her story-loving lion, Rory.",signed,2 mins,11 Jun 2021,2490,rag’n’bone Man tell bedtime story little girl story love lion Rory,14
2491,Statue Wars: One Summer in Bristol - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09kspw9.jpg,Documenting the events that followed the toppling of the Colston statue in Bristol.,signed,59 mins,10 Jun 2021,2491,document event follow toppling Colston statue Bristol,0
2492,Springwatch - 2021: Episode 12 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09k7p5d.jpg,Chris and Michaela round up this year’s Springwatch nest cameras in Norfolk.,signed,59 mins,11 Jun 2021,2492,Chris Michaela round year springwatch nest camera Norfolk,12
2493,The Sheriffs Are Coming - Series 9: Episode 10 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09jmjgv.jpg,Luke and Carl visit a bar to seize money owed to a company who repaired their equipment.,signed,44 mins,11 Jun 2021,2493,Luke Carl visit bar seize money owe company repair equipment,0
2494,Our Cops in the North - Series 1: Episode 5 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p07gbqrx.jpg,"A man has died in a fire, but the evidence has gone up in smoke. Is it accident or murder?",signed,57 mins,7 Jun 2021,2494,man die fire evidence go smoke accident murder,0
2495,Great British Photography Challenge - Series 1: Episode 4 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09kt2lh.jpg,"To win the series, the amateurs must face three final assignments and mount an exhibition.",signed,59 mins,14 Jun 2021,2495,win series amateur face final assignment mount exhibition,0
2496,Hospital - Series 7: Episode 6 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09l2dwf.jpg,"With restoration funding uncertain, robotic state-of-the-art surgery hangs in the balance.",signed,59 mins,15 Jun 2021,2496,restoration funding uncertain robotic state art surgery hang balance,0
2497,The Great Northern Garden Build - Series 1: Episode 2 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09l7gyx.jpg,"With the major construction work well underway, what impact will the pandemic have?",signed,59 mins,17 Jun 2021,2497,major construction work underway impact pandemic,0
2498,A Pandemic Poem: Where Did the World Go? - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09kz6rs.jpg,A powerful and moving poetic examination of the pandemic with people from across Britain.,signed,60 mins,18 Jun 2021,2498,powerful move poetic examination pandemic people Britain,11
2499,Horizon - 2021: 1. Horizon Special: The Vaccine - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09l3g7y.jpg,The extraordinary inside story of the vaccine scientists who took on Covid-19 - and won.,signed,89 mins,16 Jun 2021,2499,extraordinary inside story vaccine scientist take Covid-19 win,14
2500,The Great British Sewing Bee - Series 7: Episode 10 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09kyjhn.jpg,It’s the final. The sewers make a bridesmaid’s dress and an off-the-shoulder gown.,signed,58 mins,16 Jun 2021,2500,final sewer bridesmaid dress shoulder gown,0
2501,Brian Cox's Adventures in Space and Time - Series 1: 4. What Is Time? - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09lg8s8.jpg,Brian explores one of the greatest mysteries in physics today – what is time?,signed,58 mins,20 Jun 2021,2501,Brian explore great mystery physics today time,3
2502,Bitesize Daily: 5-7 Year Olds - English: 118. Meaning of Words - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09mb62z.jpg,"Recognise recurring language in texts, homophones, and using a dictionary.",signed,20 mins,25 Jun 2021,2502,recognise recur language text homophone dictionary,0
2503,Bitesize Daily: 7-9 Year Olds - English: 119. Meaning of Words - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09m4148.jpg,"Understanding words, prefixes and suffixes, and asking questions.",signed,20 mins,25 Jun 2021,2503,understand word prefix suffix ask question,0
2504,Bitesize Daily: 9-11 Year Olds - English: 120. Meaning of Words - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09m414g.jpg,"Metaphor and simile, imagery and analogy, and style and effect.",signed,20 mins,25 Jun 2021,2504,metaphor simile imagery analogy style effect,0
2505,Numberblocks - Series 5: 100 Ways to Leave the Planet - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09m3yvz.jpg,It's time for the biggest adventure of all – there's a whole universe to explore.,signed,5 mins,25 Jun 2021,2505,time big adventure universe explore,3
2506,Eat Well for Less? - Series 7: 6. The Hulme Family - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09n3tj0.jpg,Featuring a family who are stuck in a food rut due to their young son’s food allergies. ,signed,57 mins,15 Jul 2021,2506,feature family stick food rut young son food allergy,1
2507,Chris Packham: The Walk That Made Me - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09pxtzt.jpg,Chris Packham explores his past as he walks a familiar path in the Hampshire countryside.,signed,59 mins,9 Jul 2021,2507,Chris Packham explore past walk familiar path Hampshire countryside,0
2508,Hampton Court Palace Garden Festival - 2021: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09n3vbk.jpg,Rachel De Thame and Joe Swift lead the last instalment from this year's festival.,signed,59 mins,10 Jul 2021,2508,Rachel De Thame Joe Swift lead instalment year festival,12
2509,Our Wild Adventures - Series 1: 8. Land of the Tiger - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09np592.jpg,"BBC presenters look back at their adventures across India, Bhutan and Bangladesh.",signed,59 mins,11 Jul 2021,2509,BBC presenter look adventure India Bhutan Bangladesh,2
2510,Amol Rajan Interviews - Sundar Pichai - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09nqdwr.jpg,Amol Rajan speaks to Google's CEO Sundar Pichai about a wide range of issues.,signed,58 mins,12 Jul 2021,2510,Amol Rajan speak Google CEO Sundar Pichai wide range issue,0
2511,Our NHS: A Hidden History - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09nwx4k.jpg,David Olusoga meets the overseas health workers who have transformed the NHS.,signed,58 mins,15 Jul 2021,2511,David Olusoga meet overseas health worker transform NHS,11
2512,Reclaiming Amy - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09pt4xm.jpg,The friends and family of Amy Winehouse reveal the truth about the British music icon.,signed,58 mins,23 Jul 2021,2512,friend family Amy Winehouse reveal truth british music icon,10
2513,Uprising - Series 1: 3. The Front Line - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09pjw55.jpg,How an unprecedented wave of riots swept the nation in 1981.,signed,59 mins,20 Jul 2021,2513,unprecedented wave riot sweep nation 1981,0
2514,Gold Rush: Our Race to Olympic Glory - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09pn0w9.jpg,Britain’s athletes have four years to topple the sporting superpowers at London 2012.,signed,59 mins,19 Jul 2021,2514,Britain athlete year topple sporting superpower London 2012,11
2515,Bluey - Series 1: 41. Camping - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09pt3lj.jpg,"While away camping, Bluey makes a new friend called Jean-Luc.",signed,7 mins,26 Jul 2021,2515,away camping Bluey make new friend call Jean Luc,5
2516,RHS Flower Show Tatton Park - 2021: Episode 2 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p06f2zpz.jpg,Rachel de Thame and Joe Swift lead the team of garden experts.,signed,59 mins,24 Jul 2021,2516,Rachel de Thame Joe Swift lead team garden expert,12
2517,Blind Ambition - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09qk3vf.jpg,Myopic TV director Jamie O’Leary and blind comedian Jamie MacDonald meet blind artists.,signed,59 mins,1 Aug 2021,2517,Myopic tv director Jamie o’leary blind comedian Jamie MacDonald meet blind artist,11
2518,"The Dumping Ground - Series 9: 10. Run, Rescue, Repeat - Signed",https://ichef.bbci.co.uk/images/ic/1200x675/p09sflkx.jpg,Sasha’s patience is pushed to the limit after her tearaway brother ends up at the DG.,signed,28 mins,13 Aug 2021,2518,Sasha patience push limit tearaway brother end DG,12
2519,Our Family - Series 6: 20. King Henry - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09r2xkl.jpg,Henry pretends to be a king and heads on an adventurous quest to rescue a treasured toy!,signed,11 mins,9 Aug 2021,2519,Henry pretend king head adventurous quest rescue treasured toy,0
2520,The Riots 2011: One Week in August - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09rrjqp.jpg,This revelatory film hears from those who experienced the 2011 riots.,signed,89 mins,9 Aug 2021,2520,revelatory film hear experience 2011 riot,0
2521,Eaten by Lions - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09rtljt.jpg,"When Omar and Pete lose their beloved Gran, they set off to find Omar's estranged father.",signed,90 mins,2018,2521,Omar Pete lose beloved Gran set find Omar estranged father,3
2522,Fake or Fortune? - Series 9: 4. A King’s Last Supper - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09rd5kb.jpg,Could a picture bought online for £50 be a missing 18th-century work by Benjamin West?,signed,59 mins,18 Aug 2021,2522,picture buy online £ 50 miss 18th century work Benjamin West,0
2523,China's Magic Weapon - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09snmgz.jpg,Governments around the world are uncovering secret operations to expand China's influence.,signed,59 mins,23 Aug 2021,2523,government world uncover secret operation expand China influence,0
2524,Parkinson at 50 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09t5xny.jpg,Sir Michael Parkinson looks back over his 50 years as a broadcaster.,signed,58 mins,28 Aug 2021,2524,Sir Michael Parkinson look 50 year broadcaster,2
2525,9/11: Inside the President's War Room - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09t52tg.jpg,"Twelve hours with the president on 9/11 as it changed him, America and the world.",signed,89 mins,31 Aug 2021,2525,hour president 9/11 change America world,0
2526,Surviving 9/11 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09t7s1v.jpg,"A film about 9/11, moving between personal accounts of the day and the 20 years since.",signed,90 mins,30 Aug 2021,2526,film 9/11 move personal account day 20 year,9
2527,imagine... - 2021: Bernardine Evaristo: Never Give Up - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09t522h.jpg,Alan Yentob explores the life and work of Anglo-Nigerian author Bernardine Evaristo.,signed,70 mins,2 Sep 2021,2527,Alan Yentob explore life work anglo nigerian author Bernardine Evaristo,0
2528,H2O: The Molecule That Made Us - Series 1: 3. Crisis - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09tsbc1.jpg," Across the world, water is being mined from finite resources for profit.",signed,52 mins,8 Sep 2021,2528,  world water mine finite resource profit,0
2529,When Ruby Wax Met... - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09tp6md.jpg,"Ruby looks at all aspects of fame, including those whose celebrity has since nosedived.",signed,59 mins,5 Sep 2021,2529,Ruby look aspect fame include celebrity nosedive,2
2530,Measuring Mass: The Last Artefact - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09vgqbr.jpg,What are the consequences if the object against which we measure all other things changes?,signed,56 mins,15 Sep 2021,2530,consequence object measure thing change,0
2531,RHS Chelsea Flower Show - 2021: Preview - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09vj23b.jpg,Adam Frost and Angellica Bell present an exclusive preview of the RHS Chelsea Flower Show.,signed,58 mins,12 Sep 2021,2531,Adam Frost Angellica Bell present exclusive preview RHS Chelsea Flower,12
2532,Celebrity MasterChef - Series 16: Episode 18 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09v99pd.jpg,One of three remaining celebrities is crowned the champion in the final.,signed,29 mins,17 Sep 2021,2532,remain celebrity crown champion final,0
2533,Patrick Kielty: One Hundred Years of Union - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09vxjp4.jpg,Patrick Kielty explores what the future holds for Northern Ireland in its centenary year.,signed,58 mins,16 Sep 2021,2533,Patrick Kielty explore future hold Northern Ireland centenary year,12
2534,A Life in Ten Pictures - Series 1: 6. Amy Winehouse - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09v5dpl.jpg,"Ten pictures, from iconic shots to private snaps, reveal the life of Amy Winehouse.",signed,59 mins,11 Sep 2021,2534,picture iconic shot private snap reveal life Amy Winehouse,10
2535,Animals with Cameras - Series 2: Episode 2 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09v6qck.jpg,State-of-the-art cameras offer a fresh look on some of Australia’s wild animals.,signed,59 mins,15 Sep 2021,2535,state art camera offer fresh look Australia wild animal,2
2536,Neutrino: Hunting the Ghost Particle - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09vxjqx.jpg,The astonishing quest to detect and decode the most elusive particle in the universe.,signed,59 mins,22 Sep 2021,2536,astonishing quest detect decode elusive particle universe,0
2537,Shop Well for Less - Series 5: 4. The Davis Family - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09w10dy.jpg,Can Jo and Melanie convince a family to stop using their store cards and online credit?,signed,58 mins,23 Sep 2021,2537,Jo Melanie convince family stop store card online credit,1
2538,Ambulance - Series 7: Episode 6 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09vtmzh.jpg,A crew attend to a 13-year-old patient who is stuck on a bus having dislocated her knee.,signed,57 mins,23 Sep 2021,2538,crew attend 13 year old patient stick bus have dislocate knee,12
2539,Prince Philip: The Royal Family Remembers - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09w56pg.jpg,"A tribute to Prince Philip in his one hundredth year, filmed before and after his death.",signed,59 mins,22 Sep 2021,2539,tribute Prince Philip hundredth year film death,12
2540,Inside America's Treasure House: The Met - Series 1: Episode 3 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09wql1y.jpg,"As the Met faces a Covid cash crisis, friends and donors rally round.",signed,59 mins,27 Sep 2021,2540,Met face Covid cash crisis friend donor rally round,11
2541,Number 1 Newton Avenue - Series 1: 26. Double the Fun - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09w3yyx.jpg,It’s all about numbers today when Freddie helps share Aunt Fee’s cake with friends.,signed,7 mins,27 Sep 2021,2541,number today Freddie help share Aunt Fee cake friend,11
2542,Take a Hike - Series 1: 15. Scotland - Rob - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09wkgnh.jpg,"In the Highlands finale, Rob hopes his magical hike at Glenfinnan wins top prize.",signed,29 mins,1 Oct 2021,2542,highland finale Rob hope magical hike Glenfinnan win prize,0
2543,A House Through Time - Series 4: Episode 4 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09wkjsh.jpg,David traces our house from the Second World War to the millennium.,signed,59 mins,28 Sep 2021,2543,David trace house Second World War millennium,13
2544,Jay's Yorkshire Workshop - Series 1: Episode 6 - Signed,https://ichef.bbci.co.uk/images/ic/1200x675/p09wqrjk.jpg,Jay Blades’ workshop thanks a boy who saved his dad’s life and a furniture bank founder.,signed,59 mins,29 Sep 2021,2544,Jay Blades workshop thank boy save dad life furniture bank founder,0
